"buyer_gender","color","make","new_car","purchase_date","buyer_age","discount","sale_price"
"Female","Aquamarine","Chrysler","Yes","05/05/2021",63,0.42,38845
"Female","Blue","BMW","No","05/02/2021",33,0.11,33588
"Female","Fuscia","Acura","Yes","15/10/2021",45,0.24,23290
"Female","Fuscia","Lamborghini","No","01/02/2021",35,0.23,62385
"Female","Yellow","Volvo","Yes","17/01/2021",56,0.14,34570
"Male","Blue","Mazda","Yes","06/05/2021",34,0.43,69207
"Male","Goldenrod","Audi","Yes","14/01/2021",22,0.43,58877
"Female","Aquamarine","Chevrolet","No","09/08/2021",60,0.41,59795
"Male","Green","GMC","Yes","26/05/2021",34,0.24,30835
"Male","Green","Lexus","No","16/11/2021",28,0.07,11326
"Male","Blue","Mazda","Yes","31/10/2021",40,0.11,72689
"Female","Aquamarine","Toyota","No","02/06/2021",23,0.21,16829
"Female","Puce","Chevrolet","No","10/10/2021",53,0.2,32200
"Female","Aquamarine","Toyota","No","15/02/2021",20,0.03,11977
"Female","Blue","Dodge","No","10/03/2021",42,0.33,67709
"Male","Aquamarine","Mazda","Yes","11/08/2021",42,0.04,28049
"Female","Puce","Chevrolet","No","06/11/2021",28,0.42,39484
"Female","Khaki","Suzuki","Yes","25/04/2021",36,0.19,39713
"Male","Red","Rolls-Royce","No","26/10/2021",62,0.04,42769
"Female","Yellow","Ford","No","30/08/2021",29,0.27,55398
"Female","Indigo","Nissan","Yes","10/10/2021",39,0.07,69504
"Male","Yellow","Volkswagen","No","08/03/2021",24,0.44,71613
"Female","Violet","Kia","Yes","04/09/2021",27,0.22,43631
"Male","Khaki","GMC","No","18/06/2021",22,0.36,21242
"Male","Fuscia","Land Rover","Yes","29/06/2021",30,0.17,39810
"Genderqueer","Green","BMW","No","31/01/2021",25,0.39,38831
"Genderqueer","Pink","Infiniti","No","05/01/2021",54,0.38,32724
"Male","Crimson","Chevrolet","No","04/11/2021",59,0.19,59353
"Female","Teal","Land Rover","Yes","14/12/2021",32,0.12,50127
"Genderfluid","Teal","Kia","Yes","25/12/2021",28,0.11,64327
"Female","Pink","Ford","Yes","29/03/2021",55,0.29,63598
"Male","Pink","Mercedes-Benz","Yes","19/06/2021",51,0.01,63374
"Female","Blue","Mazda","No","05/11/2021",63,0.47,62965
"Male","Teal","Dodge","No","26/09/2021",59,0.31,48916
"Female","Turquoise","Nissan","No","29/08/2021",47,0.24,10075
"Female","Khaki","Aston Martin","Yes","05/01/2021",27,0.29,32229
"Female","Puce","Mercedes-Benz","No","11/05/2021",35,0.35,29983
"Male","Turquoise","Volkswagen","Yes","17/08/2021",35,0.34,21631
"Female","Red","Ford","Yes","29/09/2021",33,0.38,29002
"Male","Crimson","Lexus","Yes","25/11/2021",28,0.45,45281
"Male","Red","Dodge","No","30/09/2021",37,0.18,48830
"Female","Maroon","Volkswagen","Yes","23/11/2021",36,0.14,58516
"Male","Turquoise","Mercury","No","11/04/2021",52,0.2,46380
"Female","Crimson","Land Rover","No","04/01/2021",41,0.12,66323
"Female","Khaki","Mercedes-Benz","Yes","27/03/2021",35,0.29,25890
"Male","Blue","Cadillac","No","07/10/2021",35,0.38,71911
"Female","Mauv","Volkswagen","No","09/09/2021",24,0.28,48941
"Male","Turquoise","Chevrolet","Yes","06/04/2021",35,0.04,43471
"Male","Orange","Acura","No","22/10/2021",55,0,31327
"Genderfluid","Teal","Land Rover","No","28/04/2021",36,0.47,58052
"Female","Purple","Mazda","Yes","19/09/2021",37,0.36,31870
"Male","Khaki","Mitsubishi","Yes","06/08/2021",64,0.25,57738
"Male","Aquamarine","Mercury","No","11/01/2021",39,0.08,70161
"Male","Purple","MINI","No","17/12/2021",53,0.37,32618
"Female","Yellow","Chevrolet","No","08/08/2021",22,0.05,15718
"Male","Crimson","Land Rover","No","23/08/2021",64,0.44,21091
"Female","Turquoise","GMC","Yes","31/10/2021",51,0.28,61782
"Male","Red","Mazda","Yes","30/05/2021",59,0.48,40519
"Male","Violet","Audi","No","26/12/2021",45,0.46,13904
"Female","Purple","Volkswagen","Yes","27/06/2021",30,0.01,15364
"Other","Orange","Honda","No","29/07/2021",26,0.18,12314
"Male","Fuscia","Aston Martin","Yes","21/07/2021",45,0.2,51551
"Male","Goldenrod","Volkswagen","No","17/09/2021",32,0.07,29261
"Male","Fuscia","Ford","No","26/12/2021",23,0.26,50736
"Female","Mauv","Chevrolet","Yes","30/05/2021",62,0,63094
"Male","Goldenrod","Maserati","Yes","01/09/2021",36,0.16,12296
"Female","Mauv","Saturn","No","15/03/2021",47,0.35,40525
"Other","Puce","Dodge","Yes","07/09/2021",53,0.4,30946
"Female","Pink","Kia","No","27/03/2021",21,0.26,22125
"Male","Fuscia","Saab","Yes","22/09/2021",59,0.48,46594
"Male","Aquamarine","Chevrolet","No","12/04/2021",21,0.18,34872
"Female","Khaki","Pontiac","Yes","04/11/2021",56,0.21,67198
"Male","Teal","Ford","Yes","11/10/2021",65,0.14,44939
"Male","Orange","Lexus","No","15/11/2021",32,0.03,12600
"Male","Aquamarine","Geo","No","27/03/2021",34,0.25,47317
"Male","Turquoise","GMC","No","18/12/2021",30,0.21,74008
"Male","Purple","Maybach","Yes","05/01/2021",37,0.29,59071
"Female","Orange","BMW","No","06/10/2021",29,0.17,32424
"Male","Crimson","Porsche","Yes","27/09/2021",62,0.39,55054
"Male","Turquoise","Ford","No","10/08/2021",37,0.03,28495
"Male","Blue","Chrysler","Yes","16/04/2021",44,0.07,10978
"Female","Orange","Lexus","No","18/09/2021",29,0.38,15590
"Male","Turquoise","GMC","No","02/03/2021",54,0.45,26962
"Other","Orange","Pontiac","No","10/05/2021",55,0.18,54145
"Male","Orange","Mitsubishi","No","20/08/2021",20,0.39,22514
"Female","Crimson","Hyundai","No","15/02/2021",58,0.46,15598
"Male","Purple","Honda","Yes","03/10/2021",59,0.02,59961
"Male","Turquoise","Toyota","No","23/11/2021",64,0.06,63356
"Female","Khaki","Lotus","Yes","29/10/2021",29,0.2,28474
"Female","Teal","Ford","No","11/08/2021",31,0.13,48479
"Bigender","Aquamarine","Bentley","No","02/10/2021",31,0.02,39533
"Male","Mauv","Chevrolet","Yes","29/04/2021",31,0.07,74560
"Male","Violet","Honda","No","07/08/2021",49,0.06,52543
"Male","Violet","BMW","No","26/02/2021",31,0.25,57309
"Male","Orange","Toyota","Yes","24/05/2021",31,0.25,59613
"Male","Violet","BMW","Yes","02/06/2021",22,0.23,19441
"Male","Fuscia","Kia","Yes","25/11/2021",55,0.02,51216
"Male","Yellow","Lincoln","Yes","23/07/2021",39,0.33,33866
"Male","Orange","Audi","Yes","31/10/2021",63,0.32,70189
"Male","Teal","Ferrari","No","03/04/2021",30,0.42,11931
"Female","Teal","Mitsubishi","Yes","11/01/2021",25,0.48,16367
"Agender","Puce","GMC","Yes","14/11/2021",23,0.43,68001
"Female","Teal","Toyota","Yes","24/12/2021",49,0.45,47132
"Female","Green","GMC","Yes","24/10/2021",51,0.27,12867
"Male","Puce","Jeep","Yes","20/10/2021",34,0.24,74381
"Female","Yellow","Chevrolet","No","07/01/2021",42,0.27,69472
"Male","Crimson","Mercedes-Benz","Yes","29/11/2021",56,0.2,31398
"Female","Blue","Suzuki","Yes","10/09/2021",20,0.02,61513
"Male","Teal","Mitsubishi","Yes","04/11/2021",54,0.28,20251
"Female","Orange","Nissan","No","21/10/2021",25,0.01,65540
"Male","Goldenrod","Ford","Yes","22/10/2021",37,0.12,39419
"Male","Pink","Ford","Yes","26/09/2021",23,0.45,32606
"Male","Orange","Mazda","Yes","09/04/2021",44,0.05,16132
"Bigender","Goldenrod","Ford","Yes","17/04/2021",51,0.49,37987
"Male","Green","Mercury","No","13/12/2021",49,0.19,44416
"Male","Violet","Nissan","No","22/05/2021",54,0.24,12690
"Male","Green","BMW","Yes","02/09/2021",26,0.21,69875
"Male","Maroon","Ford","Yes","29/12/2021",35,0.27,17474
"Female","Indigo","BMW","No","08/05/2021",54,0.46,54767
"Female","Crimson","Honda","Yes","30/01/2021",45,0.23,23198
"Male","Teal","Lexus","No","07/04/2021",49,0.36,43968
"Female","Yellow","Nissan","Yes","30/11/2021",20,0.49,44192
"Female","Fuscia","Maserati","Yes","21/01/2021",30,0.36,30469
"Female","Red","Hummer","Yes","05/04/2021",49,0.26,36719
"Male","Khaki","Chevrolet","Yes","28/04/2021",59,0.06,34803
"Male","Indigo","Dodge","Yes","10/12/2021",29,0.11,52330
"Female","Fuscia","Subaru","Yes","28/06/2021",31,0.06,25254
"Female","Goldenrod","Lotus","Yes","01/04/2021",58,0.2,11314
"Male","Yellow","Jeep","No","20/06/2021",29,0.1,42195
"Male","Teal","Pontiac","No","22/02/2021",60,0.02,30752
"Male","Khaki","Ford","Yes","09/03/2021",47,0.05,60660
"Female","Orange","GMC","Yes","05/03/2021",37,0.33,45386
"Male","Green","Ford","No","10/12/2021",25,0.31,52957
"Female","Puce","Cadillac","Yes","12/06/2021",24,0.03,23555
"Male","Goldenrod","Hyundai","No","26/08/2021",55,0.09,50223
"Male","Mauv","Hyundai","Yes","14/10/2021",58,0.22,18912
"Female","Violet","Nissan","Yes","20/03/2021",48,0.36,42313
"Female","Teal","Ford","No","17/09/2021",55,0.05,58304
"Female","Pink","Chevrolet","Yes","18/01/2021",27,0.49,57587
"Male","Red","Volkswagen","Yes","04/04/2021",25,0.08,15061
"Other","Violet","Infiniti","No","01/09/2021",59,0.02,20607
"Other","Pink","Chevrolet","No","29/01/2021",64,0.14,11207
"Female","Mauv","GMC","No","03/10/2021",44,0.28,42015
"Male","Fuscia","Jeep","No","10/02/2021",61,0.32,34303
"Polygender","Indigo","GMC","Yes","07/12/2021",44,0.17,52476
"Female","Red","Volkswagen","No","09/03/2021",32,0.38,23494
"Female","Teal","Chevrolet","Yes","30/06/2021",58,0.05,69172
"Male","Mauv","Saab","No","23/03/2021",51,0.03,32604
"Male","Red","Chevrolet","No","27/10/2021",29,0.26,50852
"Female","Aquamarine","Lincoln","No","20/01/2021",28,0.09,26522
"Female","Turquoise","Ford","No","05/02/2021",43,0.33,12839
"Male","Crimson","Infiniti","Yes","08/07/2021",65,0.47,55017
"Female","Purple","Dodge","Yes","29/06/2021",28,0.29,35037
"Female","Turquoise","Toyota","No","21/07/2021",33,0.22,51805
"Female","Indigo","Mazda","Yes","20/05/2021",33,0.07,59203
"Male","Khaki","Honda","Yes","21/06/2021",35,0.01,20978
"Male","Khaki","Chevrolet","Yes","21/01/2021",57,0.43,41183
"Female","Khaki","Buick","No","17/07/2021",26,0.26,17085
"Male","Crimson","Subaru","Yes","03/06/2021",48,0.44,55340
"Female","Indigo","Jeep","No","14/11/2021",29,0.32,59553
"Male","Green","Acura","No","13/02/2021",39,0.39,54200
"Female","Green","Mazda","No","29/12/2021",55,0.18,67212
"Male","Teal","Ford","No","20/09/2021",29,0.37,59078
"Female","Turquoise","Dodge","No","11/08/2021",40,0.12,12151
"Female","Violet","Nissan","Yes","30/12/2021",56,0.16,64893
"Male","Yellow","Honda","Yes","28/05/2021",23,0.25,59094
"Other","Blue","Mazda","No","24/05/2021",46,0.4,72112
"Female","Violet","Buick","Yes","24/02/2021",37,0.38,70720
"Female","Mauv","Jeep","No","06/07/2021",42,0.34,21249
"Female","Maroon","Ferrari","No","02/01/2021",56,0.49,52657
"Male","Teal","Kia","No","10/07/2021",58,0.05,62993
"Male","Red","Hyundai","Yes","05/04/2021",61,0.29,33036
"Female","Mauv","Saturn","No","05/02/2021",22,0.19,44833
"Polygender","Blue","Toyota","Yes","20/07/2021",39,0.28,62992
"Female","Violet","BMW","Yes","13/02/2021",44,0.48,40965
"Male","Khaki","Chevrolet","Yes","14/08/2021",65,0.33,13244
"Female","Pink","Cadillac","No","21/05/2021",27,0.1,53099
"Male","Red","Mazda","No","15/01/2021",57,0.25,20390
"Female","Violet","Lexus","No","16/04/2021",49,0.17,19312
"Male","Blue","Buick","No","06/06/2021",33,0.29,21600
"Male","Yellow","Volkswagen","Yes","26/10/2021",54,0.02,21005
"Male","Khaki","Mitsubishi","Yes","25/07/2021",59,0.06,27463
"Female","Green","Lexus","Yes","13/03/2021",62,0.27,49981
"Female","Goldenrod","Volvo","No","18/07/2021",25,0.23,44509
"Female","Purple","Audi","Yes","07/07/2021",28,0.43,37878
"Female","Green","Chevrolet","Yes","25/09/2021",52,0.12,71458
"Female","Red","Ford","Yes","09/03/2021",41,0.48,26265
"Male","Fuscia","GMC","No","31/07/2021",51,0.4,49660
"Female","Goldenrod","Mazda","Yes","01/06/2021",38,0.3,31307
"Male","Goldenrod","Lincoln","Yes","16/10/2021",25,0,33269
"Male","Goldenrod","Volkswagen","Yes","07/02/2021",39,0.22,23426
"Female","Orange","Porsche","Yes","29/06/2021",57,0.02,71348
"Male","Maroon","Mercury","Yes","11/10/2021",33,0.29,39323
"Female","Green","Subaru","Yes","17/03/2021",51,0.01,51641
"Male","Mauv","Volkswagen","Yes","08/03/2021",28,0.4,61816
"Male","Orange","Lexus","Yes","11/12/2021",41,0.04,38521
"Male","Teal","Infiniti","No","03/07/2021",41,0.22,34226
"Male","Maroon","Mitsubishi","Yes","01/05/2021",24,0.21,43696
"Female","Red","Volvo","Yes","16/02/2021",59,0.08,13559
"Male","Indigo","Jeep","Yes","19/08/2021",30,0.46,21943
"Male","Blue","Mercedes-Benz","No","22/07/2021",30,0.17,51494
"Genderfluid","Purple","Eagle","Yes","21/07/2021",31,0.27,21787
"Female","Blue","GMC","No","21/05/2021",64,0.2,72075
"Female","Fuscia","Ford","No","16/12/2021",62,0.47,72118
"Male","Orange","Mazda","Yes","21/08/2021",35,0.1,53688
"Female","Green","Jeep","Yes","01/10/2021",39,0.07,40732
"Male","Red","Acura","Yes","07/07/2021",21,0.24,37446
"Male","Crimson","Volvo","No","01/05/2021",39,0.05,14757
"Female","Purple","BMW","No","07/09/2021",46,0.18,45966
"Bigender","Purple","Toyota","No","29/04/2021",28,0.06,44393
"Female","Violet","GMC","No","13/02/2021",43,0.2,58622
"Female","Green","Ferrari","Yes","14/08/2021",49,0.07,45880
"Bigender","Yellow","Nissan","Yes","23/01/2021",40,0.41,58378
"Female","Crimson","Ford","No","03/12/2021",56,0.21,57601
"Female","Indigo","Ford","No","03/11/2021",30,0.29,28040
"Male","Puce","GMC","No","29/12/2021",29,0.42,60839
"Genderfluid","Indigo","Dodge","No","09/09/2021",62,0.26,65732
"Female","Fuscia","Buick","Yes","29/07/2021",26,0.2,26138
"Female","Green","Maserati","Yes","31/07/2021",55,0.06,70860
"Female","Violet","Mazda","No","10/07/2021",26,0.23,64968
"Male","Green","Ford","Yes","25/10/2021",38,0.25,43326
"Female","Green","Suzuki","No","10/06/2021",22,0.16,36459
"Female","Mauv","Acura","Yes","03/10/2021",37,0.35,11688
"Female","Violet","Dodge","Yes","15/05/2021",36,0.19,62102
"Female","Teal","Pontiac","No","03/05/2021",44,0.26,16332
"Male","Fuscia","Mazda","Yes","26/04/2021",27,0.13,18845
"Female","Mauv","Hummer","Yes","04/06/2021",42,0.01,70692
"Male","Goldenrod","Subaru","No","14/01/2021",26,0.33,22886
"Male","Aquamarine","Infiniti","No","31/05/2021",25,0.5,11338
"Male","Fuscia","Suzuki","Yes","21/10/2021",37,0.11,71107
"Male","Puce","Chrysler","No","07/05/2021",52,0.21,66042
"Female","Aquamarine","Suzuki","Yes","25/08/2021",32,0.17,55405
"Male","Goldenrod","BMW","Yes","20/07/2021",30,0.07,11477
"Male","Goldenrod","Suzuki","No","09/12/2021",33,0.05,62019
"Female","Indigo","Pontiac","Yes","08/10/2021",37,0.45,33117
"Female","Maroon","Mazda","No","09/11/2021",33,0.32,17637
"Agender","Purple","Mercedes-Benz","Yes","02/01/2021",36,0.12,72349
"Female","Yellow","Isuzu","Yes","10/02/2021",52,0.21,16656
"Male","Turquoise","Saab","Yes","17/12/2021",62,0.14,36693
"Male","Pink","Ford","Yes","24/07/2021",38,0.34,28178
"Bigender","Khaki","Land Rover","No","25/10/2021",41,0.15,18349
"Female","Goldenrod","Honda","No","05/03/2021",25,0.27,41819
"Female","Turquoise","Dodge","No","24/10/2021",41,0.34,19719
"Female","Puce","Audi","No","28/03/2021",37,0.34,53758
"Female","Mauv","Suzuki","No","16/08/2021",25,0.39,69730
"Female","Goldenrod","Chevrolet","No","16/04/2021",20,0.3,59309
"Female","Purple","Mercedes-Benz","Yes","25/02/2021",32,0.46,21610
"Female","Puce","Porsche","Yes","24/12/2021",58,0.47,23232
"Male","Fuscia","Nissan","No","02/04/2021",36,0.45,69815
"Male","Puce","Audi","Yes","14/01/2021",61,0.17,47842
"Male","Mauv","Ford","No","12/09/2021",58,0.36,27528
"Male","Goldenrod","Infiniti","No","28/03/2021",50,0.06,65156
"Male","Purple","BMW","No","16/06/2021",26,0.23,49189
"Male","Fuscia","Chevrolet","No","27/12/2021",28,0.48,53606
"Female","Maroon","Jeep","No","10/03/2021",35,0.33,14834
"Female","Mauv","Honda","Yes","30/01/2021",63,0.41,34277
"Female","Maroon","Mercedes-Benz","No","02/01/2021",51,0.31,29196
"Female","Indigo","Mercedes-Benz","No","24/12/2021",54,0.46,47477
"Female","Aquamarine","Mercedes-Benz","Yes","23/03/2021",33,0.32,24183
"Male","Pink","Lexus","No","03/06/2021",61,0.49,11925
"Male","Fuscia","Mazda","No","29/04/2021",64,0.24,45338
"Male","Green","Ford","No","03/06/2021",31,0.46,35678
"Female","Aquamarine","Ford","Yes","02/04/2021",47,0.21,36909
"Male","Indigo","BMW","No","11/06/2021",62,0.28,68804
"Female","Teal","Mercedes-Benz","No","23/07/2021",33,0.3,41951
"Female","Yellow","Dodge","Yes","24/01/2021",57,0.39,68792
"Female","Pink","Toyota","No","02/05/2021",54,0.4,28071
"Female","Mauv","Mitsubishi","Yes","06/12/2021",53,0.13,35136
"Male","Purple","Lincoln","Yes","09/11/2021",57,0.43,38046
"Male","Puce","BMW","Yes","04/05/2021",26,0.28,23931
"Male","Mauv","Mazda","No","20/07/2021",52,0.4,58857
"Female","Aquamarine","Buick","Yes","03/12/2021",34,0.03,10516
"Male","Aquamarine","Mazda","Yes","30/05/2021",26,0.28,26504
"Male","Red","Mazda","No","19/02/2021",43,0.13,25154
"Agender","Pink","Mercury","No","24/04/2021",27,0.12,52242
"Male","Mauv","Lexus","No","11/11/2021",54,0.25,33141
"Female","Turquoise","Subaru","No","22/08/2021",36,0.41,44441
"Male","Purple","Dodge","No","19/02/2021",34,0.24,46233
"Female","Crimson","Ford","Yes","27/02/2021",23,0.39,11929
"Female","Maroon","Oldsmobile","Yes","20/09/2021",42,0.28,51682
"Female","Aquamarine","Volkswagen","Yes","05/08/2021",22,0.45,19521
"Male","Violet","Mercedes-Benz","Yes","14/08/2021",35,0.22,16805
"Female","Aquamarine","Ford","Yes","14/10/2021",33,0.04,35585
"Female","Red","Kia","No","25/09/2021",64,0.44,62014
"Female","Crimson","Porsche","Yes","07/03/2021",33,0.22,60535
"Polygender","Maroon","Toyota","No","02/12/2021",36,0.19,51688
"Bigender","Fuscia","Hyundai","Yes","08/04/2021",56,0.24,42493
"Male","Orange","Dodge","No","29/07/2021",38,0.04,70712
"Female","Blue","Oldsmobile","No","13/07/2021",39,0.15,21789
"Female","Mauv","Toyota","Yes","28/03/2021",41,0.49,11302
"Male","Teal","Chevrolet","Yes","30/08/2021",52,0.31,16750
"Female","Pink","Volkswagen","Yes","29/09/2021",56,0.48,48419
"Female","Teal","Pontiac","Yes","30/03/2021",62,0.3,64745
"Male","Goldenrod","Chevrolet","No","10/02/2021",52,0.24,50387
"Male","Fuscia","Chevrolet","No","11/06/2021",40,0.32,42487
"Female","Purple","Ford","Yes","12/04/2021",35,0.07,61411
"Agender","Mauv","Chrysler","No","08/04/2021",56,0.08,43863
"Male","Blue","Chevrolet","No","17/06/2021",47,0.26,41324
"Female","Fuscia","Ford","Yes","18/04/2021",54,0.13,35487
"Female","Khaki","Mazda","Yes","05/07/2021",25,0.01,22092
"Male","Pink","Chevrolet","Yes","27/03/2021",44,0.01,21321
"Male","Mauv","BMW","Yes","25/05/2021",22,0.2,27815
"Male","Violet","GMC","Yes","04/07/2021",55,0.04,30526
"Female","Aquamarine","Nissan","Yes","19/12/2021",30,0.26,47782
"Female","Pink","Chevrolet","Yes","17/01/2021",27,0.46,55472
"Male","Fuscia","Lincoln","No","11/01/2021",33,0.31,49536
"Genderfluid","Puce","Kia","Yes","23/11/2021",64,0.31,43584
"Genderfluid","Pink","Subaru","Yes","21/09/2021",58,0.46,44100
"Male","Turquoise","Mazda","Yes","26/05/2021",26,0.31,52539
"Male","Goldenrod","Volvo","Yes","18/09/2021",40,0.24,39141
"Female","Maroon","Mercedes-Benz","No","20/08/2021",34,0.49,55522
"Male","Red","Audi","No","05/08/2021",59,0.47,69958
"Male","Mauv","Mitsubishi","No","20/06/2021",58,0,58664
"Female","Fuscia","Lincoln","No","31/10/2021",56,0.36,29307
"Male","Red","Volkswagen","No","20/05/2021",44,0.19,66084
"Male","Fuscia","Lincoln","No","06/05/2021",40,0.11,28984
"Female","Fuscia","Jaguar","No","31/08/2021",65,0.12,55325
"Female","Turquoise","Suzuki","Yes","10/01/2021",64,0.36,31158
"Agender","Mauv","Bentley","Yes","19/05/2021",33,0.04,40635
"Female","Crimson","Volvo","No","05/03/2021",22,0.25,67138
"Male","Yellow","Mercedes-Benz","Yes","29/10/2021",44,0.37,13856
"Female","Blue","Dodge","Yes","24/06/2021",30,0.33,30059
"Male","Teal","Suzuki","No","13/11/2021",26,0.02,44416
"Female","Mauv","Ford","No","15/12/2021",55,0.3,43814
"Female","Maroon","Hyundai","No","17/01/2021",59,0.41,67526
"Male","Violet","Dodge","No","16/01/2021",25,0.14,53726
"Male","Fuscia","Volkswagen","Yes","19/06/2021",32,0.03,26605
"Female","Violet","Kia","Yes","16/01/2021",28,0.46,34300
"Male","Violet","Morgan","Yes","23/07/2021",25,0.12,37413
"Genderfluid","Pink","Subaru","Yes","10/01/2021",23,0.18,50025
"Female","Blue","Geo","No","19/02/2021",20,0.27,28173
"Female","Aquamarine","Dodge","Yes","12/11/2021",40,0.48,68121
"Male","Khaki","Ford","No","05/11/2021",20,0.21,18527
"Male","Red","Ford","Yes","15/09/2021",28,0.2,64536
"Female","Yellow","Aston Martin","No","25/07/2021",43,0.25,39392
"Male","Green","Cadillac","No","08/12/2021",39,0.18,19484
